# Impedance of C10 cavities summed
# Total impedance divided by 10 to have "single" cavity impedance
# Multiple resonators fit for h=21
# Author: A. Lasheen
# f_r [Hz]				R_s [Ohm]				Q
9.558650260708795860e+06 8.478118746333095146e+01 1.000000000000000000e+01
9.666562618744337931e+06 -2.808403541031133273e+02 4.489980067838360789e+00
9.744207222858808935e+06 8.937484806642374906e+02 7.228459732858719455e+00
1.051511761088124849e+07 2.346424360140181307e+02 9.894269054842871114e+00
1.193310384457233176e+07 -3.608483305798979757e+01 7.607897117919002916e+00
1.490966835803266428e+07 -2.196678716090132184e+02 6.415274589802935079e-01
1.652066894474847242e+07 2.223119971740515268e+02 6.280886639544298600e-01
1.918965233692143485e+07 3.514644426834360047e+01 1.000000000000000000e+01
2.034190924510788172e+07 -6.812037307728112978e+01 1.000000000000000000e+01
