# Impedance of C10-66 
# Measurement for h=21
# Author: G. Favia 
# Freq [Hz]		Re(Z) [Ohm]		Im(Z) [Ohm]
0.000000000000000000e+00 1.304619999999999891e+03 -0.000000000000000000e+00
6.250000000000000000e+04 9.947199999999999420e+01 2.613999999999999773e+02
1.250000000000000000e+05 5.388400000000000034e+01 1.257999999999999972e+02
1.875000000000000000e+05 4.270600000000000307e+01 7.348000000000000398e+01
2.500000000000000000e+05 3.548799999999999955e+01 4.362800000000000011e+01
3.125000000000000000e+05 2.774399999999999977e+01 2.320400000000000063e+01
3.750000000000000000e+05 1.773120000000000118e+01 8.531399999999999650e+00
4.375000000000000000e+05 4.623199999999999754e+00 -3.242399999999999727e-01
5.000000000000000000e+05 -1.024840000000000018e+01 -9.350199999999999623e-01
5.625000000000000000e+05 -2.112800000000000011e+01 8.147199999999999775e+00
6.250000000000000000e+05 -2.133999999999999986e+01 2.117200000000000060e+01
6.875000000000000000e+05 -1.292220000000000013e+01 2.864600000000000080e+01
7.500000000000000000e+05 -3.667400000000000215e+00 2.823000000000000043e+01
8.125000000000000000e+05 1.965859999999999941e+00 2.330999999999999872e+01
8.750000000000000000e+05 3.294799999999999951e+00 1.744419999999999860e+01
9.375000000000000000e+05 1.233460000000000001e+00 1.314579999999999949e+01
1.000000000000000000e+06 -2.242599999999999927e+00 1.205860000000000021e+01
1.062500000000000000e+06 -4.208599999999999675e+00 1.409639999999999915e+01
1.125000000000000000e+06 -2.772800000000000153e+00 1.655920000000000059e+01
1.187500000000000000e+06 6.935999999999999943e-01 1.641839999999999833e+01
1.250000000000000000e+06 3.282000000000000028e+00 1.329359999999999964e+01
1.312500000000000000e+06 3.264800000000000146e+00 8.803200000000000358e+00
1.375000000000000000e+06 3.939400000000000124e-01 4.870599999999999596e+00
1.437500000000000000e+06 -4.582200000000000273e+00 3.177200000000000024e+00
1.500000000000000000e+06 -9.909800000000000608e+00 4.886800000000000033e+00
1.562500000000000000e+06 -1.299019999999999975e+01 9.686199999999999477e+00
1.625000000000000000e+06 -1.205119999999999969e+01 1.498799999999999955e+01
1.687500000000000000e+06 -8.208000000000000185e+00 1.762280000000000157e+01
1.750000000000000000e+06 -4.485599999999999810e+00 1.670319999999999894e+01
1.812500000000000000e+06 -3.103200000000000180e+00 1.372359999999999935e+01
1.875000000000000000e+06 -4.532799999999999940e+00 1.085960000000000036e+01
1.937500000000000000e+06 -7.885399999999999743e+00 9.902799999999999159e+00
2.000000000000000000e+06 -1.131819999999999915e+01 1.170860000000000056e+01
2.062500000000000000e+06 -1.272320000000000029e+01 1.556240000000000023e+01
2.125000000000000000e+06 -1.119459999999999944e+01 1.922220000000000084e+01
2.187500000000000000e+06 -7.975799999999999557e+00 2.057000000000000028e+01
2.250000000000000000e+06 -5.341199999999999726e+00 1.929860000000000042e+01
2.312500000000000000e+06 -4.841599999999999682e+00 1.672279999999999944e+01
2.375000000000000000e+06 -6.693599999999999994e+00 1.464939999999999998e+01
2.437500000000000000e+06 -9.948800000000000310e+00 1.455840000000000067e+01
2.500000000000000000e+06 -1.281700000000000017e+01 1.698979999999999890e+01
2.562500000000000000e+06 -1.345659999999999989e+01 2.095200000000000173e+01
2.625000000000000000e+06 -1.139499999999999957e+01 2.419399999999999906e+01
2.687500000000000000e+06 -8.178800000000000736e+00 2.491199999999999903e+01
2.750000000000000000e+06 -6.089199999999999946e+00 2.319600000000000151e+01
2.812500000000000000e+06 -6.467999999999999972e+00 2.066400000000000148e+01
2.875000000000000000e+06 -9.185200000000000031e+00 1.927420000000000044e+01
2.937500000000000000e+06 -1.287659999999999982e+01 2.042399999999999949e+01
