+1.0000000E+00	+9.8324623E+03
+2.0000000E+00	+1.3455515E+04
+3.0000000E+00	+1.3379165E+04
+4.0000000E+00	+1.0075652E+04
+5.0000000E+00	+9.1702926E+03
+6.0000000E+00	+8.3782156E+03
+7.0000000E+00	+8.4810835E+03
+8.0000000E+00	+2.0319265E+04
+9.0000000E+00	+1.3040299E+04
+1.0000000E+01	+1.0712644E+04
+1.1000000E+01	+1.7290729E+04
+1.2000000E+01	+1.9003479E+04
+1.3000000E+01	+2.1865745E+04
+1.4000000E+01	+1.0846889E+04
+1.5000000E+01	+1.3908049E+04
+1.6000000E+01	+1.5525813E+04
+1.7000000E+01	+1.8799281E+04
+1.8000000E+01	+3.3711480E+04
+1.9000000E+01	+1.0236738E+04
+2.0000000E+01	+1.2568891E+04
+2.1000000E+01	+1.0372422E+04
+2.2000000E+01	+2.0405000E+04
+2.3000000E+01	+1.8319177E+04
+2.4000000E+01	+1.4478299E+04
+2.5000000E+01	+1.1403586E+04
+2.6000000E+01	+1.6547426E+04
+2.7000000E+01	+1.6493854E+04
+2.8000000E+01	+3.3566555E+04
+2.9000000E+01	+1.4387570E+04
+3.0000000E+01	+1.4923195E+04
