+1.0000000E+00	+9.1043508E-04
+2.0000000E+00	+1.0999195E-03
+3.0000000E+00	+4.0683357E-05
+4.0000000E+00	+9.7127134E-06
+5.0000000E+00	+3.6912267E+00
+6.0000000E+00	+2.0378531E-05
+7.0000000E+00	+3.6056426E-05
+8.0000000E+00	+8.7674301E-05
+9.0000000E+00	+9.2115723E-05
+1.0000000E+01	+2.0723579E-03
+1.1000000E+01	+1.4098554E-05
+1.2000000E+01	+1.9781070E-05
+1.3000000E+01	+4.2622271E+00
+1.4000000E+01	+2.2747303E-04
+1.5000000E+01	+1.6693710E-05
+1.6000000E+01	+1.2365756E-04
+1.7000000E+01	+6.1567798E-03
+1.8000000E+01	+3.6860550E-06
+1.9000000E+01	+1.4145303E-04
+2.0000000E+01	+1.9106371E-05
