# Impedance of C10-96 
# Measurement for h=21
# Author: G. Favia 
# Freq [Hz]		Re(Z) [Ohm]		Im(Z) [Ohm]
0.000000000000000000e+00 -2.280800000000000182e+03 -0.000000000000000000e+00
6.250000000000000000e+04 -6.456599999999999895e+00 3.261200000000000045e+02
1.250000000000000000e+05 2.909600000000000009e+01 1.556260000000000048e+02
1.875000000000000000e+05 3.453399999999999892e+01 9.270600000000000307e+01
2.500000000000000000e+05 3.466599999999999682e+01 5.745400000000000063e+01
3.125000000000000000e+05 3.230599999999999739e+01 3.331000000000000227e+01
3.750000000000000000e+05 2.774599999999999866e+01 1.493079999999999963e+01
4.375000000000000000e+05 2.065399999999999991e+01 5.692199999999999482e-01
5.000000000000000000e+05 1.075300000000000011e+01 -9.580999999999999517e+00
5.625000000000000000e+05 -1.207200000000000051e+00 -1.394899999999999984e+01
6.250000000000000000e+05 -1.212819999999999965e+01 -1.104759999999999920e+01
6.875000000000000000e+05 -1.725619999999999976e+01 -2.590800000000000214e+00
7.500000000000000000e+05 -1.468640000000000079e+01 5.796199999999999797e+00
8.125000000000000000e+05 -7.610999999999999766e+00 9.448999999999999844e+00
8.750000000000000000e+05 -5.320799999999999974e-01 7.887800000000000367e+00
9.375000000000000000e+05 3.863199999999999967e+00 3.039800000000000058e+00
1.000000000000000000e+06 4.644599999999999618e+00 -2.797800000000000065e+00
1.062500000000000000e+06 1.975680000000000103e+00 -7.468399999999999928e+00
1.125000000000000000e+06 -2.901600000000000179e+00 -9.081200000000000827e+00
1.187500000000000000e+06 -7.576200000000000045e+00 -6.762599999999999945e+00
1.250000000000000000e+06 -9.464000000000000412e+00 -1.662360000000000060e+00
1.312500000000000000e+06 -7.662200000000000344e+00 3.512599999999999945e+00
1.375000000000000000e+06 -3.417800000000000171e+00 6.496000000000000441e+00
1.437500000000000000e+06 1.219580000000000108e+00 6.627200000000000202e+00
1.500000000000000000e+06 4.607400000000000162e+00 4.475399999999999601e+00
