              1	  6.2289666E+02
              2	  1.2543537E+03
              3	  2.0243283E+03
              4	  1.7943356E+03
              5	  3.0324162E+03
              6	  2.1447042E+03
              7	  1.8854894E+03
              8	  2.1801867E+03
              9	  2.5286613E+03
             10	  3.6644460E+03
             11	  2.4418090E+03
             12	  3.3522372E+03
             13	  3.3460668E+03
             14	  2.5018028E+03
             15	  2.6731129E+03
             16	  2.5064368E+03
             17	  3.4545973E+03
             18	  3.6659074E+03
             19	  3.0479906E+03
             20	  4.2293528E+03
             21	  2.7566319E+03
             22	  3.6686212E+03
             23	  2.5874287E+03
             24	  3.9408806E+03
             25	  3.0864311E+03
             26	  3.1394192E+03
             27	  3.1289360E+03
             28	  2.8682869E+03
             29	  3.5133942E+03
             30	  4.4780047E+03
