# Impedance of C10-46 
# Measurement for h=8
# Author: G. Favia 
# Freq [Hz]		Re(Z) [Ohm]		Im(Z) [Ohm]
0.000000000000000000e+00 2.735600000000000000e+04 -0.000000000000000000e+00
6.250000000000000000e+04 2.386599999999999966e+01 4.338199999999999932e+02
1.250000000000000000e+05 1.704500000000000171e+01 2.072400000000000091e+02
1.875000000000000000e+05 1.340700000000000003e+01 1.274240000000000066e+02
2.500000000000000000e+05 9.014400000000000190e+00 8.448799999999999955e+01
3.125000000000000000e+05 3.051000000000000156e+00 5.666799999999999926e+01
3.750000000000000000e+05 -5.055600000000000094e+00 3.717999999999999972e+01
4.375000000000000000e+05 -1.576179999999999914e+01 2.396600000000000108e+01
5.000000000000000000e+05 -2.896000000000000085e+01 1.736080000000000112e+01
5.625000000000000000e+05 -4.284400000000000119e+01 1.901259999999999906e+01
6.250000000000000000e+05 -5.271200000000000330e+01 2.954599999999999937e+01
6.875000000000000000e+05 -5.301800000000000068e+01 4.471600000000000108e+01
7.500000000000000000e+05 -4.372399999999999665e+01 5.626200000000000045e+01
8.125000000000000000e+05 -3.126399999999999935e+01 5.959799999999999898e+01
8.750000000000000000e+05 -2.167800000000000082e+01 5.646800000000000352e+01
9.375000000000000000e+05 -1.722759999999999891e+01 5.075999999999999801e+01
1.000000000000000000e+06 -1.771719999999999828e+01 4.567799999999999727e+01
1.062500000000000000e+06 -2.188200000000000145e+01 4.350600000000000023e+01
1.125000000000000000e+06 -2.762000000000000099e+01 4.575800000000000267e+01
1.187500000000000000e+06 -3.201800000000000068e+01 5.260600000000000165e+01
1.250000000000000000e+06 -3.243399999999999750e+01 6.200999999999999801e+01
1.312500000000000000e+06 -2.854599999999999937e+01 7.040399999999999636e+01
1.375000000000000000e+06 -2.277599999999999980e+01 7.528600000000000136e+01
1.437500000000000000e+06 -1.822779999999999845e+01 7.672400000000000375e+01
1.500000000000000000e+06 -1.683439999999999870e+01 7.651999999999999602e+01
