+0.0000000E+00	+4.6249667E-08	-2.9746260E+05
+3.1505000E-02	-2.5879465E+05	-6.3355928E+04
+6.3010000E-02	-7.4706916E+04	+1.7359098E+05
+9.4515000E-02	+1.0000019E+05	+3.4413318E+04
+1.2602000E-01	-1.4667909E+04	-6.4763235E+04
+1.5752500E-01	-5.0488465E+04	+3.9172382E+04
+1.8903000E-01	+4.1545098E+04	+3.2462642E+04
+2.2053500E-01	+8.5048010E+03	-3.9068640E+04
+2.5204000E-01	-3.6849725E+04	+9.9288380E+03
+2.8354500E-01	+1.9019978E+04	+2.9364798E+04
+3.1505000E-01	+1.6002496E+04	-2.3940552E+04
+3.4655500E-01	-2.7001534E+04	-2.9742756E+03
+3.7806000E-01	+6.2177796E+03	+2.5326961E+04
+4.0956500E-01	+1.8300873E+04	-1.3228914E+04
+4.4107000E-01	-1.8777243E+04	-9.6223331E+03
+4.7257500E-01	-1.9620276E+03	+2.0618290E+04
+5.0408000E-01	+1.7888508E+04	-5.1276541E+03
+5.3558500E-01	-1.1627492E+04	-1.2780225E+04
+5.6709000E-01	-7.1733216E+03	+1.5546094E+04
+5.9859500E-01	+1.5804861E+04	+9.9022533E+02
+6.3010000E-01	-5.4738656E+03	-1.3603652E+04
+6.6160500E-01	-1.0149150E+04	+1.0431269E+04
+6.9311000E-01	+1.2684094E+04	+5.3820795E+03
+7.2461500E-01	-3.8079840E+02	-1.2763735E+04
+7.5612000E-01	-1.1331782E+04	+5.5830106E+03
+7.8762500E-01	+9.0108294E+03	+8.1995629E+03
+8.1913000E-01	+3.5675469E+03	-1.0759991E+04
+8.5063500E-01	-1.1073857E+04	+1.2755087E+03
+8.8214000E-01	+5.1918935E+03	+9.5880860E+03
+9.1364500E-01	+6.3217592E+03	-8.0206402E+03
+9.4515000E-01	-9.7085554E+03	-2.2721224E+03
+9.7665500E-01	+1.5711932E+03	+9.7252252E+03
+1.0081600E+00	+7.8921514E+03	-4.9303913E+03
+1.0396650E+00	-7.5685011E+03	-4.9107714E+03
+1.0711700E+00	-1.5737657E+03	+8.8300102E+03
+1.1026750E+00	+8.3563788E+03	-1.8311004E+03
+1.1341800E+00	-4.9829392E+03	-6.5692672E+03
+1.1656850E+00	-4.0394143E+03	+7.1577166E+03
+1.1971900E+00	+7.8567018E+03	+9.8769447E+02
+1.2286950E+00	-2.2645035E+03	-7.2559359E+03
+1.2602000E+00	-5.7020418E+03	+4.9855771E+03
+1.2917050E+00	+6.5891386E+03	+3.3000754E+03
+1.3232100E+00	+3.0758950E+02	-7.0536319E+03
+1.3547150E+00	-6.5194277E+03	+2.5934337E+03
+1.3862200E+00	+4.7860959E+03	+4.9524710E+03
+1.4177250E+00	+2.5028594E+03	-6.1078998E+03
+1.4492300E+00	-6.5266816E+03	+2.4440271E+02
+1.4807350E+00	+2.6968305E+03	+5.8682878E+03
+1.5122400E+00	+4.1525128E+03	-4.6108184E+03
+1.5437450E+00	-5.8264077E+03	-1.8338870E+03
+1.5752500E+00	+5.6658232E+02	+6.0465756E+03
+1.6067550E+00	+5.1572888E+03	-2.7817169E+03
+1.6382600E+00	-4.5742052E+03	-3.4648854E+03
+1.6697650E+00	-1.3836571E+03	+5.5548760E+03
+1.7012700E+00	+5.4890527E+03	-8.4608311E+02
+1.7327750E+00	-2.9604563E+03	-4.5331473E+03
+1.7642800E+00	-2.9736537E+03	+4.5171273E+03
+1.7957850E+00	+5.1869614E+03	+9.8439958E+02
+1.8272900E+00	-1.1904652E+03	-4.9893044E+03
+1.8587950E+00	-4.0766156E+03	+3.0974497E+03
+1.8903000E+00	+4.3477838E+03	+2.5298496E+03
+1.9218050E+00	+5.3560673E+02	-4.8485673E+03
+1.9533100E+00	-4.6260126E+03	+1.4815655E+03
+1.9848150E+00	+3.1120142E+03	+3.6559960E+03
+2.0163200E+00	+2.0409811E+03	-4.1838165E+03
+2.0478250E+00	-4.6166792E+03	-1.4253478E+02
+2.0793300E+00	+1.6469014E+03	+4.2829743E+03
+2.1108350E+00	+3.1871214E+03	-3.1138957E+03
+2.1423400E+00	-4.1002500E+03	-1.6028178E+03
+2.1738450E+00	+1.2812469E+02	+4.3885236E+03
+2.2053500E+00	+3.8839924E+03	-1.7883953E+03
+2.2368550E+00	-3.1756192E+03	-2.7586333E+03
+2.2683600E+00	-1.2780478E+03	+4.0056338E+03
+2.2998650E+00	+4.0951217E+03	-3.7051428E+02
+2.3313700E+00	-1.9754583E+03	-3.5121333E+03
+2.3628750E+00	-2.4304369E+03	+3.2149987E+03
+2.3943800E+00	+3.8371763E+03	+9.8013200E+02
+2.4258850E+00	-6.5045273E+02	-3.8148708E+03
+2.4573900E+00	-3.2252533E+03	+2.1333503E+03
+2.4888950E+00	+3.1743387E+03	+2.1232730E+03
+2.5204000E+00	+6.4717184E+02	-3.6690776E+03
+2.5519050E+00	-3.6039156E+03	+8.9907306E+02
+2.5834100E+00	+2.2083990E+03	+2.9508583E+03
+2.6149150E+00	+1.7792643E+03	-3.1238235E+03
+2.6464200E+00	-3.5558121E+03	-3.4341603E+02
+2.6779250E+00	+1.0657973E+03	+3.3958396E+03
+2.7094300E+00	+2.6349608E+03	-2.2668542E+03
+2.7409350E+00	-3.1161932E+03	-1.4589860E+03
+2.7724400E+00	-1.1714289E+02	+3.4363257E+03
+2.8039450E+00	+3.1402723E+03	-1.2128989E+03
+2.8354500E+00	-2.3594851E+03	-2.3351005E+03
+2.8669550E+00	-1.2089396E+03	+3.0949276E+03
+2.8984600E+00	+3.2634291E+03	-9.0042041E+01
+2.9299650E+00	-1.3890588E+03	-2.8921289E+03
+2.9614700E+00	-2.0964012E+03	+2.4336026E+03
+2.9929750E+00	+3.0155712E+03	+9.7455173E+02
+3.0244800E+00	-3.2454381E+02	-3.0896332E+03
+3.0559850E+00	-2.6953283E+03	+1.5446797E+03
+3.0874900E+00	+2.4469450E+03	+1.8678717E+03
+3.1189950E+00	+7.1167775E+02	-2.9282826E+03
+3.1505000E+00	-2.9577026E+03	+5.3934994E+02
+3.1820050E+00	+1.6392928E+03	+2.5022038E+03
+3.2135100E+00	+1.6076147E+03	-2.4473577E+03
+3.2450150E+00	-2.8746367E+03	-4.6522912E+02
+3.2765200E+00	+6.9537250E+02	+2.8229344E+03
+3.3080250E+00	+2.2729376E+03	-1.7184042E+03
+3.3395300E+00	-2.4751451E+03	-1.3587304E+03
+3.3710350E+00	-2.7319494E+02	+2.8125337E+03
